transaction_id,customer_id,cust_email,transaction_type,quantity,price,discount,currency,status,payment_method,failure_code,transaction_date,created_at,refunded,refund_amount,description
txn_39194368-e7bd-4c9f-852d-0999255f457e,cus_533c10ab-d5d6-4fd9-bab8-439f75c7bc1d,tran.tuan54624@gmail.com,subscription_payment_upgrade,1,19.99,0.0,USD,Succeeded,Bank Transfer,,2025-03-21 17:47:00,2025-03-21 17:47:00,,,Payment for Ultimate Monthly (subscription_payment_upgrade)
txn_a6afb20a-12c9-4970-9df0-cab7c8bb93f7,cus_6dfac769-0cd0-47b8-b9b1-db529db2fe15, anh.bui65383@gmail.com,subscription_payment_new,1,4.99,0.0,Usd,Succeeded,Credit Card,,2025-03-21 18:38:00,2025-03-21 18:38:00,,,Payment for Basic Monthly (subscription_payment_new)
re_dc229a6d-a782-4d1b-b4a8-a0b6d6e77183,cus_1cb293db-2893-4264-aece-3f1e68a68932,anh.phan72073@gmail.com,refund,1,4.99,0.0,USD,Refunded,Credit Card,,2025-03-21 21:27:00,2025-03-21 21:27:00,True,4.99,Refund (4.99 USD): Payment for Basic Monthly (subscription_payment_new)
txn_51fc040d-d174-433d-ae8c-668208e97b2e,cus_b7d1c38d-11d7-4e2c-9c0b-cd0da76fea08,nam.nguyen67832@gmail.com,subscription_payment_upgrade,12,9.99,0.4,USD,succeeded,Credit Card,,2025-03-21 22:01:00,2025-03-21 22:01:00,,,"Payment for Standard Annual (annual, 40% discount) (subscription_payment_upgrade)"
txn_c56c4fd3-a826-4b6f-8f4f-9a7a1f3cea9e,cus_265052f0-6d40-4780-9509-b9f4e0b2e4d7,TUAN_DO82712@GMAIL.COM,subscription_payment_new,1,14.99,0.0,USD,Succeeded,Debit Card,,2025-03-22 08:36:00,2025-03-22 08:36:00,,,Payment for Premium Monthly (subscription_payment_new)
re_e3c86b3a-eb37-4844-bab6-c84ba90245d6,cus_6d799297-b5c3-4867-8b97-6dbfa9292d06,quynh_bui58994@gmail.com,refund,12,9.99,0.2,USD,Refunded,Bank Transfer,,2025-03-22 12:34:00,2025-03-22 12:34:00,True,71.93,"Refund (71.93 USD): Payment for Standard Annual (annual, 20% discount) (subscription_payment_new)"
txn_a3cceb02-7a64-422a-8ed3-f9c0d96d2190,cus_d6599623-11a0-4b61-95c1-7d750900027e, huy.do24938@gmail.com,subscription_payment_renewal,1,14.99,0.0,USD,SUCCEEDED,Credit Card,,2025-03-22 15:26:00,2025-03-22 15:26:00,,,Payment for Premium Monthly (subscription_payment_renewal)
txn_51135b4b-c9d9-44f8-8131-199432034da7,cus_f3422cf5-3fc3-41b8-9974-f97902f89afd,khoa.dang60082@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Debit Card,,2025-03-22 16:30:00,2025-03-22 16:30:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_578d490e-4704-42fd-8e15-062e94bca7c9,cus_a331d914-2f25-441f-9e25-64ef83ea8956,do.phuong74383@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-22 16:59:00,2025-03-22 16:59:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_84f0f540-72f5-4293-8880-cd37a25b3493,cus_ac67352d-5377-4d9f-a555-6d15d5d1c289,pham_hung85344@gmail.com,subscription_payment_new,1,4.99,0.0,USD,SUCCEEDED,Apple Pay,,2025-03-22 17:10:00,2025-03-22 17:10:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_15e933f0-1bdf-4f04-aa84-3e4423c8242e,cus_04200909-3c57-4e86-8bff-3dd330a8835e,ngan.ho25110@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Failed,Paypal,Do not honor,2025-03-22 19:19:00,2025-03-22 19:19:00,,,Payment failed for Basic Monthly (attempt 1)
txn_b1f039a0-c117-4451-a46f-31e0ec3bd8a0,cus_2183f772-2a64-4309-b7f8-a8370c50087d,huong.bui30002@gmail.com,subscription_payment_new,12,4.99,0.3,USD,Failed,Credit Card,Invalid card details,2025-03-22 21:00:00,2025-03-22 21:00:00,,,Payment failed for Basic Annual (attempt 1)
txn_fae4103f-22ea-4ab6-8e16-f06744e59d35,cus_e83a02ea-fe62-4208-be8b-0be7f60f8fb5,pham_ngan18873_at_gmail.com,subscription_payment_new,12,4.99,0.2,USD,Succeeded,Debit Card,,2025-03-22 22:20:00,2025-03-22 22:20:00,,,"Payment for Basic Annual (annual, 20% discount) (subscription_payment_new)"
txn_1aac9465-c82a-4f9f-afa0-09eed2ec1c07,cus_852bf992-8961-41e3-b356-6d8c53d3c998,bui_hung43225@gmail.com,subscription_payment_new,12,4.99,0.5,USD,succeeded,Debit Card,,2025-03-23 08:21:00,2025-03-23 08:21:00,,,"Payment for Basic Annual (annual, 50% discount) (subscription_payment_new)"
txn_b1f1b161-0689-49e8-937f-2b6189d6da4e,cus_b3d1a17d-cb36-4de7-be74-383beb605a6a,le_hung15710@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Failed,Credit Card,Fraud suspicion,2025-03-23 17:30:00,2025-03-23 17:30:00,,,Payment failed for Basic Monthly (attempt 1)
txn_09322e8a-7f9c-4e09-84d7-e75a37565fdd,cus_9944d7b9-ce29-40c6-ace8-6ec90c4cf963,le.vy23357@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-24 08:49:00,2025-03-24 08:49:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_03c11d93-4cec-4fe9-9d87-ec25559f4955,cus_e9ba2e47-a268-44ad-97e2-80c9e463a4e4,vu_quan73258@gmail.com,subscription_payment_new,12,4.99,0.3,USD,Succeeded,Credit Card,,2025-03-24 10:54:00,2025-03-24 10:54:00,,,"Payment for Basic Annual (annual, 30% discount) (subscription_payment_new)"
txn_9b9e966a-587c-4b80-aa12-043f5a468b98,cus_325453dc-b869-442f-9d2b-5d6a47fde2e5,ho.huong81992@gmail.com,subscription_payment_renewal,12,9.99,0.5,USD,succeeded,Credit Card,,2025-03-24 12:11:00,2025-03-24 12:11:00,,,"Payment for Standard Annual (annual, 50% discount) (subscription_payment_renewal)"
txn_891871b8-0aac-4a9e-b650-ef5b16c24025,cus_c8115462-bdee-45b4-a3d2-df9950584831,lan_nguyen58773@gmail.com,subscription_payment_downgrade,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-24 14:12:00,2025-03-24 14:12:00,,,Payment for Basic Monthly (subscription_payment_downgrade)
txn_d79f594d-f08d-4f3b-bcb1-0ab944a42310,cus_6595d23f-27da-468f-ace0-05eea3af9de5,nam.phan82848@gmail.com,subscription_payment_new,12,4.99,0.2,USD,Succeeded,Credit Card,,2025-03-24 15:35:00,2025-03-24 15:35:00,,,"Payment for Basic Annual (annual, 20% discount) (subscription_payment_new)"
re_54d5f86c-0eeb-48f5-9f50-ac08e28568cc,cus_a051d499-5dfa-43c8-a37e-7af09ec0eeaf,bui_phuong42288@gmail.com,refund,1,4.99,0.0,USD,Refunded,Credit Card,,2025-03-24 15:59:00,2025-03-24 15:59:00,True,4.99,Refund (4.99 USD): Payment for Basic Monthly (subscription_payment_new)
re_17ecfbcc-862b-47f3-9ba7-7775b5f850fa,cus_4fc477f2-d41e-4e65-b4aa-6eb65e149eb3,pham.duc78233@gmail.com,refund,12,4.99,0.5,USD,Refunded,Paypal,,2025-03-24 18:20:00,2025-03-24 18:20:00,True,29.94,"Refund (29.94 USD): Payment for Basic Annual (annual, 50% discount) (subscription_payment_new)"
txn_f7791987-450a-4156-8aea-436e9ed1e74a,cus_7ddac10c-e940-4b69-9cdc-814afb9bb01b,phan_vy57907@gmail.com,subscription_payment_new,1,14.99,0.0,USD,SUCCEEDED,Apple Pay,,2025-03-24 20:50:00,2025-03-24 20:50:00,,,Payment for Premium Monthly (subscription_payment_new)
txn_0d576347-82e8-4383-a9f1-d47d8188d566,cus_c9314c90-ccfe-483f-bc66-6e114a7f64a9,le_phuong99414@gmail.com,subscription_payment_new,12,4.99,0.2,USD,Succeeded,Credit Card,,2025-03-24 21:00:00,2025-03-24 21:00:00,,,"Payment for Basic Annual (annual, 20% discount) (subscription_payment_new)"
txn_044bccd6-5e1a-4eb0-bcd4-bbc610e087d6,cus_846078ec-39c6-4f92-be48-6ac1c9c9e27e,phan_ngan27936@gmail.com ,None,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-24 21:20:00,2025-03-24 21:20:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_c425e354-8f8a-40a2-b816-adbd8434e37c,cus_ac81bd54-a92a-434a-b86c-8a2565ebe631,duc.le26655@gmail.com,subscription_payment_new,12,4.99,0.3,USD,Succeeded,Google Pay,,2025-03-24 21:41:00,2025-03-24 21:41:00,,,"Payment for Basic Annual (annual, 30% discount) (subscription_payment_new)"
txn_0276cacf-d211-4948-9003-d1b722e4686d,cus_4d293262-f604-4c3f-a562-02c1df9a09ed,nhi_pham47869@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Debit Card,,2025-03-25 09:44:00,2025-03-25 09:44:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_46e02cdc-2d68-41fb-a600-21452566db7f,cus_b29bea59-a3d6-49d5-b747-23a87d0c214e,pham_duc58852@gmail.com,subscription_payment_upgrade,1,19.99,0.0,USD,Succeeded,Apple Pay,,2025-03-25 10:24:00,2025-03-25 10:24:00,,,Payment for Ultimate Monthly (subscription_payment_upgrade)
txn_4d819663-f0d9-4bea-bb70-a73d93498848,cus_f5fb422d-157d-496b-ac53-f94e68abd542,vy.pham79694@gmail.com,subscription_payment_new,1,14.99,0.0,USD,Succeeded,Credit Card,,2025-03-25 15:19:00,2025-03-25 15:19:00,,,Payment for Premium Monthly (subscription_payment_new)
txn_a14ed8e6-cffb-4a49-b54c-1c85747d3dfb,cus_088473a3-bd77-4b87-a5bd-94babd6efb72,phong.phan29841@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-25 17:25:00,2025-03-25 17:25:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_93974165-5edb-48ea-b4c1-0043f84531ad,cus_04200909-3c57-4e86-8bff-3dd330a8835e,ngan.ho25110@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Paypal,,2025-03-25 19:19:00,2025-03-25 19:19:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_6498b52a-8931-4fe6-bc76-6bbcabda5c87,cus_550bac4d-c89d-4f6d-b1ab-6a09d3a61f58,phan.anh73802@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-25 20:42:00,2025-03-25 20:42:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_52026080-2998-4bb1-9145-35466e552e03,cus_3bb9c245-bacf-4e89-aa1a-1f2c068ab9c7,nguyen_vy41723@gmail.com,subscription_payment_new,12,9.99,0.2,USD,Succeeded,Credit Card,,2025-03-25 21:09:00,2025-03-25 21:09:00,,,"Payment for Standard Annual (annual, 20% discount) (subscription_payment_new)"
txn_37532821-2bb4-4322-abb7-512024d8c0af,cus_cf996529-80ae-410a-9fe1-ca7aa0f76bbe,nguyen_dung10527@gmail.com,subscription_payment_new,12,4.99,0.2,USD,Succeeded,Credit Card,,2025-03-25 21:21:00,2025-03-25 21:21:00,,,"Payment for Basic Annual (annual, 20% discount) (subscription_payment_new)"
re_e6f421ed-e180-4044-983f-72edbf6df178,cus_7f5335c2-b8a5-47f3-a825-fd533b4b1685,phuc.tran14911@gmail.com,refund,1,14.99,0.0,USD,Refunded,Credit Card,,2025-03-26 08:16:00,2025-03-26 08:16:00,True,14.99,Refund (14.99 USD): Payment for Premium Monthly (subscription_payment_renewal)
txn_575a4825-12ee-47a0-813a-b33d5b7a4e64,cus_ef91c1d8-bc92-4330-8582-b8f4886de111,vu_quan74816@gmail.com,subscription_payment_new,1,9.99,0.0,USD,Succeeded,Credit Card,,2025-03-26 09:38:00,2025-03-26 09:38:00,,,Payment for Standard Monthly (subscription_payment_new)
txn_867d6eef-7be8-4a67-9d41-bb6e69fe405a,cus_ab909db8-abef-49d1-84f3-83b7e74ff4cc,do_minh85246@gmail.com ,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-26 10:09:00,2025-03-26 10:09:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_b507ae31-9330-48a0-a6f9-26790e9ed90d,cus_81607706-e14a-4cc2-af19-afa798b410b1,minh_bui55853@gmail.com,subscription_payment_new,1,19.99,0.0,USD,Succeeded,Debit Card,,2025-03-26 12:32:00,2025-03-26 12:32:00,,,Payment for Ultimate Monthly (subscription_payment_new)
re_9724e413-d2bb-4de9-810d-4088e25cb954,cus_7a30e46b-2496-44d3-a478-3c9e3f34bbe4,dang_nam61716@gmail.com, refund ,1,4.99,0.0,USD,refunded,Bank Transfer,,2025-03-26 12:44:00,2025-03-26 12:44:00,True,4.99,Refund (4.99 USD): Payment for Basic Monthly (subscription_payment_new)
txn_7022c051-5521-4dad-9513-315361971c1e,cus_a062e8d0-7c23-4010-af53-f340137180b2,phong.bui78510_at_gmail.com,subscription_payment_new,1,19.99,0.0,USD,Succeeded,Credit Card,,2025-03-26 13:33:00,2025-03-26 13:33:00,,,Payment for Ultimate Monthly (subscription_payment_new)
txn_28d5b3ff-8be0-41f4-926a-b0f86331ae6c,cus_5e2a2583-d4fa-410a-bf04-a6528726d49d,phan.minh90938@gmail.com ,subscription_payment_renewal,1,9.99,0.0,USD,sucCeeded,Credit Card,,2025-03-26 19:14:00,2025-03-26 19:14:00,,,Payment for Standard Monthly (subscription_payment_renewal)
re_31cbdfbe-17fb-4b4b-b704-f0ac396683c2,cus_dca46d04-381e-499e-8c78-3c7610a3b38b,quan_vu95315@gmail.com ,refund,1,4.99,0.0,USD,refunded,Credit Card,,2025-03-26 22:52:00,2025-03-26 22:52:00,True,4.99,Refund (4.99 USD): Payment for Basic Monthly (subscription_payment_new)
txn_8919a748-e201-4b95-b2da-371621c17c76,cus_8f5c4082-785c-45e8-85f4-4783c1302ca4,dang_anh23595@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-27 09:32:00,2025-03-27 09:32:00,,,Payment for Basic Monthly (subscription_payment_new)
re_9e91fd62-070a-4aa5-9149-27d17d6e6a74,cus_5b0ae8f8-7852-4b78-b71b-098442b1e4f2,pham_phong68888@gmail.com ,refund,12,4.99,0.4,USD,refunded,Credit Card,,2025-03-27 11:38:00,2025-03-27 11:38:00,True,29.94,"Refund (29.94 USD): Payment for Basic Annual (annual, 40% discount) (subscription_payment_new)"
txn_f32f3926-410c-4d3a-9c08-22b7c6debbda,cus_8c2ecd65-2d3f-4763-b8d5-bdf040e79049,pham_khoa94337@gmail.com,subscription_payment_renewal,1,4.99,0.0,USD,succeeded,Credit Card,,2025-03-27 13:01:00,2025-03-27 13:01:00,,,Payment for Basic Monthly (subscription_payment_renewal)
txn_0159edc1-b306-41d9-8439-909f4650ceaa,cus_5e395902-0344-4f75-9b9d-22c672d0880b,phuc_do92897@gmail.com,subscription_payment_new,12,14.99,0.2,USD,sucCeeded,Paypal,,2025-03-27 14:42:00,2025-03-27 14:42:00,,,"Payment for Premium Annual (annual, 20% discount) (subscription_payment_new)"
txn_19ee99b4-8df6-4034-977b-f3e0af8b6d6c,cus_033fb4f9-e120-4c4f-9cca-8f2c73eb3e6a,linh.nguyen24304@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-27 18:19:00,2025-03-27 18:19:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_9d145410-e937-4fdb-8baf-6c15a93e25cf,cus_70220a88-398d-469d-8b82-fcd9c4fcb482,vu_ngan85012@gmail.com,subscription_payment_new,1,14.99,0.0,USD,Succeeded,Credit Card,,2025-03-27 19:39:00,2025-03-27 19:39:00,,,Payment for Premium Monthly (subscription_payment_new)
txn_81704ab3-4cde-40de-a4c5-a3419e801ce0,cus_266400fe-43e3-4087-b72d-63d1ad823581,HUY_PHAN33320@GMAIL.COM,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-28 11:58:00,2025-03-28 11:58:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_275ee977-0069-43bf-b57a-4c0d462d4fd2,cus_4d208a9b-de99-494c-9b68-882c44ac1a98,duc.ho17154@gmail.com,,12,4.99,0.5,USD,Succeeded,Apple Pay,,2025-03-28 12:07:00,2025-03-28 12:07:00,,,"Payment for Basic Annual (annual, 50% discount) (subscription_payment_new)"
re_f2575448-672f-4b74-8b9f-d3dcf9496b7a,cus_0beba90e-0d43-4622-8c51-da584e133a97,dang_khoa11715@gmail.com,refund,12,9.99,0.5,us dollars,Refunded,Apple Pay,,2025-03-28 13:35:00,2025-03-28 13:35:00,True,49.95,"Refund (49.95 USD): Payment for Standard Annual (annual, 50% discount) (subscription_payment_new)"
txn_a7828f5e-f444-4b3c-a25c-ab7d66e103cc,cus_f5dbe8f2-31b7-4e23-bdd4-a61c34a59ec4,dang.huong18312@gmail.com ,subscription_payment_renewal,1,9.99,0.0,USD,Succeeded,Credit Card,,2025-03-28 15:04:00,2025-03-28 15:04:00,,,Payment for Standard Monthly (subscription_payment_renewal)
txn_1c5bc113-952d-4e74-8c85-04842d1fc39a,cus_e3d1bc66-c2a3-48c1-abee-2c113d781e7e,anh.pham60631@gmail.com,subscription_payment_renewal,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-28 16:52:00,2025-03-28 16:52:00,,,Payment for Basic Monthly (subscription_payment_renewal)
txn_98852418-f725-412b-b916-df192d25c913,cus_9c8e4f6f-940c-4981-90e8-d3f7bffa08b8,minh.le36769@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-28 20:36:00,2025-03-28 20:36:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_0d31dc83-26c3-46f3-b3e6-12c3f52bd115,cus_7065185c-8a82-4753-9c1b-6fe4ce8f554a,phan.nam76408@gmail.com,subscription_payment_renewal,1,4.99,0.0,USD,succeeded,Apple Pay,,2025-03-28 21:22:00,2025-03-28 21:22:00,,,Payment for Basic Monthly (subscription_payment_renewal)
txn_1ad9201e-0006-4e98-a276-92ff76449e83,cus_c9ab3be0-b5b3-4697-b2cd-01cbb1fd7ac3,nguyen.tuan33036@gmail.com,subscription_payment_new,12,19.99,0.3,$,Succeeded,Credit Card,,2025-03-29 12:21:00,2025-03-29 12:21:00,,,"Payment for Ultimate Annual (annual, 30% discount) (subscription_payment_new)"
txn_65b5bc12-a590-410e-955e-c76447906626,cus_525cf53f-62d2-412f-ba6f-307cc7e1b57f,vu_anh99121@gmail.com,subscription_payment_new,1,9.99,0.0,USD,Failed,Google Pay,Card Decline,2025-03-29 12:50:00,2025-03-29 12:50:00,,,Payment failed for Standard Monthly (attempt 1)
txn_34507522-3b0c-41df-990c-07be2f668b1e,cus_0ad0bd8c-edb2-4eda-9a90-81fc3b649deb,ho.huong84294@gmail.com, subscription_payment_new ,1,4.99,0.0,USD,Failed,Paypal,Processor error,2025-03-29 15:23:00,2025-03-29 15:23:00,,,Paypal payment failed for Basic Monthly
txn_a8db8577-e1d4-42a3-a046-42f95a399c88,cus_7efd8c9d-1f81-4e99-9b91-232a24624461,phan_huong95803@gmail.com,subscription_payment_new,1,4.99,0.0,$,Failed,Google Pay,Processor error,2025-03-29 16:43:00,2025-03-29 16:43:00,,,Payment failed for Basic Monthly (attempt 1)
txn_2bde18c5-0eea-4cc5-9464-4d03f1be9d9c,cus_516237dc-c8bb-4e5c-8cbc-9b071b9da9be,PHAM_LAN50263@GMAIL.COM,subscription_payment_new,1,4.99,0.0,USD,Failed,Paypal,Fraud suspicion,2025-03-29 18:39:00,2025-03-29 18:39:00,,,Paypal payment failed for Basic Monthly
txn_d1bb2516-f2b3-401f-b552-4ff0af13ade8,cus_e4a0a2df-0f04-4e2f-9a92-00544131fd26,anh.bui95697@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-29 19:40:00,2025-03-29 19:40:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_4838ad99-02d7-4676-a0bf-09d058c5b76c,cus_231384fe-d581-4d1e-bb4b-cffde01957d0,bui.lan93819@gmail.com,subscription_payment_new,12,4.99,0.3,USD,Succeeded,Debit Card,,2025-03-29 20:42:00,2025-03-29 20:42:00,,,"Payment for Basic Annual (annual, 30% discount) (subscription_payment_new)"
txn_cb77bf93-eeb2-490c-8cc1-f3a1f148a1fc,cus_2bcc8393-44fe-4802-ae24-b94320ff933a,TRAN.MINH19002@GMAIL.COM,subscription_payment_new,1,9.99,0.0,USD,sucCeeded,Credit Card,,2025-03-30 09:18:00,2025-03-30 09:18:00,,,Payment for Standard Monthly (subscription_payment_new)
re_ca36d895-b164-4100-a8ab-386c92d2580c,cus_ef91c1d8-bc92-4330-8582-b8f4886de111,vu_quan74816@gmail.com,refund,1,9.99,0.0,USD,Refunded,Credit Card,,2025-03-30 09:38:00,2025-03-30 09:38:00,True,9.99,Refund (9.99 USD): Payment for Standard Monthly (subscription_payment_new)
txn_1e91d9b7-2801-41d0-8de9-fa5799fbfdaa,cus_5a83cbfd-b691-490e-9111-44b7f9af7990,nguyen_tuan91034@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Apple Pay,,2025-03-30 10:59:00,2025-03-30 10:59:00,,,Payment for Basic Monthly (subscription_payment_new)
re_e67dbc19-e7d1-4552-b845-a5450122616a,cus_10e1ca95-443f-4c9d-8d5f-4b775983acf5,dung_phan40681@gmail.com,refund,12,4.99,0.3,USD,Refunded,Debit Card,,2025-03-30 12:51:00,2025-03-30 12:51:00,True,31.44,"Refund (31.44 USD): Payment for Basic Annual (annual, 30% discount) (subscription_payment_new)"
txn_9092fdf1-a5b2-4177-b13e-1fd8d35f98b1,cus_c5d646fc-ac71-496c-91af-2a5264c19f79,LE_THAO18974@GMAIL.COM,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-30 13:05:00,2025-03-30 13:05:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_f61701ec-6fc9-4714-b51c-d927987bad52,cus_b4e8044b-50ff-4caa-899e-af3a4bd74a69,phuc.bui77146@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-30 17:22:00,2025-03-30 17:22:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_bb9444d9-581e-453e-8b4d-4aa0ac6d16b7,cus_b3d1a17d-cb36-4de7-be74-383beb605a6a,le_hung15710@gmail.com,null,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-30 17:30:00,2025-03-30 17:30:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_8e4b3296-f66b-4654-b75f-ca78906cae08,cus_ea0fe937-2fbc-4374-ad18-ce255ae1210e,phuong_phan39155@gmail.com ,subscription_payment_new,1,9.99,0.0,USD,Failed,Credit Card,Fraud suspicion,2025-03-30 17:38:00,2025-03-30 17:38:00,,,Payment failed for Standard Monthly (attempt 1)
txn_7558692d-e0f0-4b68-95b5-8eae08c8264f,cus_5dd2d941-b810-4c2c-b7b0-6ffa2e45275b,le.phong71242@gmail.com,subscription_payment_new,1,19.99,0.0,USD,Succeeded,Credit Card,,2025-03-30 18:37:00,2025-03-30 18:37:00,,,Payment for Ultimate Monthly (subscription_payment_new)
txn_cbce693e-93a8-4626-9be0-9e2e11ca0454,cus_95f472dc-f68b-4e05-b8f9-d109ace48cc4,vy_nguyen65881@gmail.com,SUBSCRIPTION_PAYMENT_NEW,1,4.99,0.0,USD,Succeeded,Debit Card,,2025-03-30 19:23:00,2025-03-30 19:23:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_a9e26891-1608-4e09-be20-7a54d24e8ba7,cus_8820095c-45d8-49a3-8ab8-9c0671e5ddd9,nam.nguyen90290@gmail.com,subscription_payment_new,1,9.99,0.0,USD,SUCCEEDED,Credit Card,,2025-03-30 20:53:00,2025-03-30 20:53:00,,,Payment for Standard Monthly (subscription_payment_new)
txn_a7b00296-9ead-4f7e-9add-3928c8563cc4,cus_244ff6a5-1736-41fc-8412-6d8c3f3d587a,phan.quynh15317@gmail.com,subscription_payment_new,12,9.99,0.2,USD,Succeeded,Credit Card,,2025-03-30 21:02:00,2025-03-30 21:02:00,,,"Payment for Standard Annual (annual, 20% discount) (subscription_payment_new)"
txn_6795a2af-a473-4808-87e6-d581d07ccb40,cus_da5c9c6b-6d5f-478c-83d8-9b85cb9f7fa4,anh.bui14131@gmail.com,subscription_payment_new,1,14.99,0.0,USD,Succeeded,Paypal,,2025-03-30 21:51:00,2025-03-30 21:51:00,,,Payment for Premium Monthly (subscription_payment_new)
txn_03c50063-457a-468f-ac7a-35f8fcf7a819,cus_0c7d5114-e588-4be1-a7c3-9593bf96d5cb,ho.khoa36739@gmail.com, subscription_payment_new ,1,9.99,0.0,USD,Failed,Paypal,Do not honor,2025-03-30 22:44:00,2025-03-30 22:44:00,,,Paypal payment failed for Standard Monthly
txn_d9f7d807-93fc-44e6-a1cb-f62f28eb6d08,cus_43d31d8d-5b50-4a15-ad26-06811559474f,do.khoa50741@gmail.com,subscription_payment_new,1,14.99,0.0,USD,Failed,Google Pay,Card Decline,2025-03-31 09:11:00,2025-03-31 09:11:00,,,Payment failed for Premium Monthly (attempt 1)
txn_32cc7d93-8bf2-44bc-8da2-32d7be1ecab3,cus_62ead051-55c4-437d-8eef-b9268c5a60c1,nhi.vu78975@gmail.com ,subscription_payment_new,1,9.99,0.0,USD,SUCCEEDED,Credit Card,,2025-03-31 10:09:00,2025-03-31 10:09:00,,,Payment for Standard Monthly (subscription_payment_new)
txn_7c5be246-bd39-4bfe-bb2e-e7b4d9eb0244,cus_b81d2170-5292-4598-b2c9-9614da47bd0b,vy_vu36260@gmail.com ,subscription_payment_new,1,4.99,0.0,USD,Succeeded,Credit Card,,2025-03-31 10:36:00,2025-03-31 10:36:00,,,Payment for Basic Monthly (subscription_payment_new)
txn_34ec3c23-13ed-424d-8400-04c556b7338a,cus_7f330bde-73df-4647-a34f-766dad2a52c9, do_phuc36408@gmail.com,subscription_payment_new,1,14.99,0.0,USD,Succeeded,Credit Card,,2025-03-31 12:05:00,2025-03-31 12:05:00,,,Payment for Premium Monthly (subscription_payment_new)
txn_65281ffb-0e2c-4a5e-a185-f729d0e783ef,cus_ef7ceee6-c7b1-4264-8416-1a581d38e35a,ho_lan58590@gmail.com,subscription_payment_new,1,4.99,0.0,USD,Failed,Paypal,Do not honor,2025-03-31 12:29:00,2025-03-31 12:29:00,,,Paypal payment failed for Basic Monthly
txn_4c9dd3d8-6df0-4c35-bfc6-b7cfe7cf366b,cus_525cf53f-62d2-412f-ba6f-307cc7e1b57f,vu_anh99121_at_gmail.com,subscription_payment_new,1,9.99,0.0,USD,Failed,Google Pay,Card Decline,2025-03-31 12:50:00,2025-03-31 12:50:00,,,Payment failed for Standard Monthly (attempt 2)
txn_cd7ba604-4ebd-4337-85c8-413be5e64e3c,cus_72d9e3c8-09b2-49ef-8c45-bdc36d71a3e0,phong_do91248@gmail.com,subscription_payment_new,12,4.99,0.5,USD,Succeeded,Credit Card,,2025-03-31 14:09:00,2025-03-31 14:09:00,,,"Payment for Basic Annual (annual, 50% discount) (subscription_payment_new)"
txn_091af011-8310-437a-b197-96dd4c88e7c3,cus_ffe3a454-f221-43fd-87b5-95b26c54c83b,vu.phuong30305@gmail.com,subscription_payment_new,12,19.99,0.5,Usd,SUCCEEDED,Bank Transfer,,2025-03-31 16:12:00,2025-03-31 16:12:00,,,"Payment for Ultimate Annual (annual, 50% discount) (subscription_payment_new)"
