subscription_id,transaction_id,customer_id,customer_email,plan_name,billing_cycle,status,current_period_start,current_period_end,created,canceled_at,churn_reason,valid_from,valid_to,is_current
sub_dbb4eaad-65b9-4ad4-8170-8f2052bc67bf,txn_476c031c-9a4a-4b4a-96fa-71f7f7f8ecdd,cus_6edc2789-6d5e-4646-b200-978e519a43b7,quynh_nguyen37473@gmail.com,Basic,Monthly,Active,2025-03-10 22:55:00,2025-04-10 22:55:00,2025-03-10 22:55:00,,,2025-03-10 22:55:00,2025-04-01 22:55:00,False
sub_9f6ef473-538c-47d5-81ed-304ffdaa93ce,,cus_0aaab91f-ebc9-4690-afcb-bee50ee8b48b,dung.le20101@gmail.com,Ultimate,Monthly,Canceled,2025-02-16 09:53:00,2025-03-16 09:53:00,2025-03-11 09:53:00,2025-03-11 09:53:00,Found alternative,2025-03-11 09:53:00,,True
sub_e8a0158b-ef01-41fb-bb78-0e56de03c1c1,txn_c40c453b-2c0c-46dd-adbd-bd75ebc587db,cus_e18bf59f-2462-46d0-9485-7a345c4e5717,nhi.bui27609@gmail.com, Basic ,Monthly,Active,2025-03-11 10:06:00,2025-04-11 10:06:00,2025-03-11 10:06:00,,,2025-03-11 10:06:00,2025-03-22 10:06:00,False
sub_d11748bd-7ea4-4c3b-8d99-d266631355fe,txn_ef9efdad-b931-427b-bafb-6054bc6443e8,cus_aaa7df02-a6a8-4527-87bb-71dbc9744aab,tran_duc33576@gmail.com,Basic,Monthly,Active,2025-03-11 14:43:00,2025-04-11 14:43:00,2025-03-11 14:43:00,,,2025-03-11 14:43:00,2025-03-21 14:43:00,False
sub_9b15ffde-4955-459e-a794-6e571f876702,txn_0e8609ff-7620-4a90-9ad8-95c21a16d1bb,cus_e2b5aff7-fb7d-4b78-8119-cef21c1c4a42,minh.dang58650@gmail.com,Standard,Annual,Active,2025-03-11 16:37:00,2026-03-11 16:37:00,2025-03-11 16:37:00,,,2025-03-11 16:37:00,2025-04-12 16:37:00,False
sub_15120fbe-a660-453f-b40a-b4934184d0b0,txn_0518e4ce-3373-4d5a-a519-8bd13f38964c,cus_764a91ed-251b-43af-9a0f-f351b12a0d4d,vu.phong54411@gmail.com,Basic,Monthly,Active,2025-03-11 17:34:00,2025-04-11 17:34:00,2025-03-11 17:34:00,,,2025-03-11 17:34:00,2025-03-20 17:34:00,False
sub_0f05f9e0-ffaf-48e2-ad25-5e6ea0e30872,txn_74b80698-db90-49d7-b948-e0b0eee489f8,cus_8bafd983-15e1-4679-96b1-e0f73ddbf3cc,dang_phuc62444@gmail.com,Standard,Monthly,Active,2025-03-11 19:54:00,2025-04-11 19:54:00,2025-03-11 19:54:00,,,2025-03-11 19:54:00,2025-03-23 19:54:00,False
sub_8139f3f6-0470-4a13-b894-3ebbf33b1037,,cus_fae87230-1288-42d8-bb47-7cbf6d2b0148,duc_pham81065@gmail.com,Standard,Monthly,Canceled,2025-02-16 20:02:00,2025-03-16 20:02:00,2025-03-11 20:02:00,2025-03-11 20:02:00,Found alternative,2025-03-11 20:02:00,,True
sub_166ad41d-877f-4ef1-ab2c-1722737b3b9d,txn_816a0baa-3861-4e49-96f8-75c3702777e6,cus_1e03c205-f914-40a0-8a1d-7946f000a1a9,nguyen_phuc47887@gmail.com,Ultimate,Monthly,Active,2025-03-11 22:40:00,2025-04-11 22:40:00,2025-03-11 22:40:00,,,2025-03-11 22:40:00,2025-04-02 22:40:00,False
sub_cbf66b8d-423c-46de-83ff-92e03086c7a0,txn_c7d415ab-6881-47ea-893d-21b5753faf4e,cus_7961d80c-9cc4-4467-bfd9-9bdd5b413b31,ho_vy65105@gmail.com,Premium,Monthly,Active,2025-03-11 22:55:00,2025-04-11 22:55:00,2025-03-11 22:55:00,,,2025-03-11 22:55:00,2025-03-19 22:55:00,False
sub_c7fa2cac-eaf7-4160-9afa-dbe107e99750,txn_5402f453-30a8-49f4-a67a-ceddf97bf896,cus_75d80fba-790d-443a-8103-580f35f04442,ho.phuong33917@gmail.com,Standard,Annual,Active,2025-03-12 08:57:00,2026-03-12 08:57:00,2025-03-12 08:57:00,,,2025-03-12 08:57:00,2025-05-06 08:57:00,False
sub_57925d07-abfb-44a2-90a6-efa53df5ab98,txn_0d0a9ea1-84c0-46cb-89c9-55f1adc253b2,cus_86293425-703c-451f-8f62-727353f6684b,dang_vy12705@gmail.com,Basic,Monthly,Active,2025-03-12 11:13:00,2025-04-12 11:13:00,2025-03-12 11:13:00,,,2025-03-12 11:13:00,2025-03-22 11:13:00,False
sub_4b6832b7-bf3a-41cc-88c4-9863262b958e,,cus_7e801072-ee3a-41fd-9bcf-43415bb5cf8f, tuan_bui50102@gmail.com,Basic,Monthly,Canceled,2025-03-06 11:41:00,2025-04-06 11:41:00,2025-03-12 11:41:00,2025-03-12 11:41:00,Found alternative,2025-03-12 11:41:00,,True
sub_90a4f15d-58e9-4262-adbd-4e39519783f6,,cus_537f56b2-bcd6-4358-8609-1dd7375d6db1,hung.tran83367@gmail.com,Premium,Monthly,Canceled,2025-03-07 13:56:00,2025-04-07 13:56:00,2025-03-12 13:56:00,2025-03-12 13:56:00,Technical issues,2025-03-12 13:56:00,,True
sub_a26cc0f4-dd8a-4adf-beaf-dcd5221f8790,txn_73e178ad-8788-40df-9f25-809ca244d1c8,cus_5f843133-0bd8-4719-99c4-c448cdcfcb72,dung.vu78165@gmail.com,Basic,Monthly,Active,2025-03-12 14:11:00,2025-04-12 14:11:00,2025-03-12 14:11:00,,,2025-03-12 14:11:00,2025-04-12 14:11:00,False
sub_5aebe7a1-f364-4643-879c-62c1dc145eae,txn_bc22cc91-2725-4631-a0b0-652195a013dc,cus_e5a44e18-c1a7-4b25-9c8f-0139bf96296f,quynh.bui58310@gmail.com,Basic,Monthly,Active,2025-03-12 16:54:00,2025-04-12 16:54:00,2025-03-12 16:54:00,,,2025-03-12 16:54:00,2025-03-30 16:54:00,False
sub_03188fb5-a822-4395-b42e-6c160f6a2696,txn_7b506c92-ae15-4679-bb0c-2a45fb010e98,cus_f6db0db7-2f5d-4dfc-bb56-04eb587263e6,ho.vy66482@gmail.com,Basic,,active,2025-03-12 20:18:00,2025-04-12 20:18:00,2025-03-12 20:18:00,,,2025-03-12 20:18:00,2025-04-12 20:18:00,False
sub_32c4f2d0-1dca-4b83-842d-2306ed8e3598,,cus_c09cf29b-197a-4fb3-b558-36dd7914b634,ho_hung52456@gmail.com,Basic,null,Canceled,2025-02-18 08:07:00,2025-03-18 08:07:00,2025-03-13 08:07:00,2025-03-13 08:07:00,Too expensive,2025-03-13 08:07:00,,True
sub_56da13ff-2203-4eff-80e9-2ffaada2cd0b,,cus_2fb16efa-90a6-40ca-a366-87d3ce0b6ce4,do_quynh74167@gmail.com,Standard,Monthly,Canceled,2025-02-19 10:06:00,2025-03-19 10:06:00,2025-03-13 10:06:00,2025-03-13 10:06:00,Found alternative,2025-03-13 10:06:00,,True
sub_af48f9a1-a081-4895-a5fe-5a3e30c176ca,,cus_03ed6d4d-8de5-495c-9069-08f5ecf4d0fc,phan.nhi24964@gmail.com,Basic,NA,Canceled,2025-02-20 10:47:00,2025-03-20 10:47:00,2025-03-13 10:47:00,2025-03-13 10:47:00,Bad support,2025-03-13 10:47:00,,True
sub_29c3563f-71ac-49bd-ab38-f91d2375ebfd,txn_2c151d0f-9b8b-4044-bf3b-c42918d5e9b4,cus_3ef32d85-4d15-4c9b-8b52-d247968b0af6,quynh.bui19628@gmail.com,Basic,Monthly,Active,2025-03-13 11:59:00,2025-04-13 11:59:00,2025-03-13 11:59:00,,,2025-03-13 11:59:00,2025-04-01 11:59:00,False
sub_3236e1b2-ee4a-44e5-9b93-aeb1b98a6612,txn_4cc7bce7-da6a-4cc7-81be-a7c51158f4e9,cus_ef7ceee6-c7b1-4264-8416-1a581d38e35a,HO_LAN58590@GMAIL.COM,Basic,Annual,Active,2025-03-13 12:29:00,2026-03-13 12:29:00,2025-03-13 12:29:00,,,2025-03-13 12:29:00,,True
sub_6f67776f-ac82-4950-8217-e6ed5bbea612,txn_8d8be1b4-1fb9-4e9b-b39f-1e80e4cd5bd8,cus_3d6ac330-7764-4ee0-9bec-a76fcc77e6e7,bui_phuc79523@gmail.com,Premium,Monthly,Active,2025-03-13 13:02:00,2025-04-13 13:02:00,2025-03-13 13:02:00,,,2025-03-13 13:02:00,2025-03-21 13:02:00,False
sub_bec03342-efbd-4a6c-8cc2-19c95b1ed100,,cus_ba501d8c-f40c-4fcc-a0df-38b5e144482e,vu.lan92099@gmail.com,Standard,Annual,Canceled,2025-01-31 13:16:00,2026-01-31 13:16:00,2025-03-13 13:16:00,2025-03-13 13:16:00,Found alternative,2025-03-13 13:16:00,,True
sub_ea847fcc-21c5-4c21-a95d-2ca4723f9f5d,txn_d24bbd94-df08-4285-93ad-319ee96cc2cc,cus_1b8b2ea7-8c4b-4a41-b6e2-615846cf75a3,hung.vu33003@gmail.com,Basic,Monthly,Active,2025-03-13 13:18:00,2025-04-13 13:18:00,2025-03-13 13:18:00,,,2025-03-13 13:18:00,2025-03-29 13:18:00,False
sub_edbb5216-9be2-408d-9c1d-ef762adfd97a,txn_517f5e05-c985-49e7-bcb5-de92e92f5f05,cus_54078e30-5885-45d2-a135-bb80303cea74,ngan.ho66484@gmail.com ,Basic,NULL,Active,2025-03-13 13:55:00,2025-04-13 13:55:00,2025-03-13 13:55:00,,,2025-03-13 13:55:00,2025-04-06 13:55:00,False
sub_32e5104a-90d8-46f4-b144-f8db3c34aab4,txn_db9ae5ed-ad96-4451-af8f-b2137b2b46e3,cus_41969477-6c7c-4fb1-9112-fc94b0f7649c,le_huy11412@gmail.com,Basic,Monthly,Active,2025-03-13 13:59:00,2025-04-13 13:59:00,2025-03-13 13:59:00,,,2025-03-13 13:59:00,2025-04-01 13:59:00,False
sub_63d0d9de-e5aa-4c3e-8013-13ddc9e9854f,txn_55642c89-5340-486f-b7eb-6a7b916b29e0,cus_20fe8fc0-f34a-4a7c-9014-62513662bb8d,do.anh14090@gmail.com,Basic,Monthly,Active,2025-03-13 14:45:00,2025-04-13 14:45:00,2025-03-13 14:45:00,,,2025-03-13 14:45:00,2025-03-30 14:45:00,False
sub_34c6b158-5813-463e-a441-c0aa9fa70a4f,txn_ae5568c0-9408-4db8-a94f-1d1d894131a5,cus_f3cd8aff-5385-47f5-89a9-33a7ebf33abc,tran.dung82298@gmail.com,Basic,Monthly,aCtive,2025-03-13 14:52:00,2025-04-13 14:52:00,2025-03-13 14:52:00,,,2025-03-13 14:52:00,2025-03-21 14:52:00,False
sub_5e3eb1a3-ab35-4a6c-b128-0efed6360d36,txn_2433ee0e-0761-4602-ab79-a8ceb076f741,cus_8cde6f5f-face-4342-9b13-7a8e956aef67,phan_tuan80031@gmail.com,basic,Annual,Active,2025-03-13 15:50:00,2026-03-13 15:50:00,2025-03-13 15:50:00,,,2025-03-13 15:50:00,,True
sub_13140fe2-08e8-4d06-b97c-afbeff7e8b18,txn_3b48f8dc-06dc-4312-8807-468a7d2348a8,cus_791c6dbc-296b-458f-978d-9dd87c8daaaf,dang.thao69657@gmail.com,Basic,Monthly,Active,2025-03-13 17:57:00,2025-04-13 17:57:00,2025-03-13 17:57:00,,,2025-03-13 17:57:00,2025-04-13 17:57:00,False
sub_6ecb46b0-dfb3-4e00-8432-bfed532effc4,txn_737ece20-5ee1-4224-b552-e3f6275d4cfc,cus_1cb293db-2893-4264-aece-3f1e68a68932,anh.phan72073@gmail.com ,Basic,Monthly,Active,2025-03-13 21:27:00,2025-04-13 21:27:00,2025-03-13 21:27:00,,,2025-03-13 21:27:00,2025-03-17 21:27:00,False
sub_5960fc13-c191-487c-8c3d-6cf106f4ce67,,cus_8a5dd8fe-8bb3-45c3-8ddb-46b097d2c289,quynh.nguyen27295@gmail.com,Premium,Monthly,Canceled,2025-03-04 08:30:00,2025-04-04 08:30:00,2025-03-14 08:30:00,2025-03-14 08:30:00,Too expensive,2025-03-14 08:30:00,,True
sub_0e1bc252-fd50-4648-8a94-784061148b19,txn_355528ee-878e-40e7-9bed-f00ce664f78f,cus_3e5f00fd-5df4-4fbd-81ab-448dcd6faa3c,le_huy34354@gmail.com,,Monthly,Active,2025-03-14 11:35:00,2025-04-14 11:35:00,2025-03-14 11:35:00,,,2025-03-14 11:35:00,2025-04-02 11:35:00,False
sub_95bc7a91-4140-4630-97e7-8364ab353f63,txn_cf13ecc3-529d-4cac-8d2d-a811cbb6bbfe,cus_7b4a5bcb-20f7-4ff7-9f20-c4bf1dfa6837,lan.le34322@gmail.com,Standard,monthly,ACTIVE,2025-03-14 13:55:00,2025-04-14 13:55:00,2025-03-14 13:55:00,,,2025-03-14 13:55:00,2025-04-14 13:55:00,False
sub_e929a3f8-829d-4352-a03c-ace36aae94df,,cus_55bebde9-3731-4916-8129-e41f793a8a71,duc.pham89324@gmail.com,Ultimate,Monthly,CANCELED,2025-02-28 15:19:00,2025-03-28 15:19:00,2025-03-14 15:19:00,2025-03-14 15:19:00,Not using it,2025-03-14 15:19:00,,True
sub_ea794a20-e61c-44c5-985b-914c56e2d195,txn_e22e86b6-bc57-4f49-99d5-ceeaf7868423,cus_47597e2a-bb53-4deb-9d92-12d12a7ab4ed,phuong_tran44395@gmail.com,Premium,NA,aCtive,2025-03-14 15:32:00,2025-04-14 15:32:00,2025-03-14 15:32:00,,,2025-03-14 15:32:00,2025-04-14 15:32:00,False
sub_4ac49191-95eb-4d1b-bfdc-39f576da8edf,,cus_21e97bbf-38dc-40ad-970f-770bf5de1303,nguyen.quan13526@gmail.com,Standard,N/A,Canceled,2025-03-07 16:00:00,2025-04-07 16:00:00,2025-03-14 16:00:00,2025-03-14 16:00:00,Found alternative,2025-03-14 16:00:00,,True
sub_247971d8-adcb-4f54-94ab-94ecd708c0e8,txn_218fe466-3668-4cef-a185-60e7bfe35c91,cus_88dc9a90-53e3-4aa8-828d-af277fa66f73,do.nam65651@gmail.com,Ultimate,Monthly,Active,2025-03-14 19:15:00,2025-04-14 19:15:00,2025-03-14 19:15:00,,,2025-03-14 19:15:00,2025-03-25 19:15:00,False
sub_a641f785-1ad0-49d7-9ea5-959d7d3b6e24,,cus_241aef9a-39c2-405c-bb13-ebf7aa984246,hung_nguyen49394@gmail.com,Basic,MONTHLY,Canceled,2025-02-20 22:08:00,2025-03-20 22:08:00,2025-03-14 22:08:00,2025-03-14 22:08:00,Technical issues,2025-03-14 22:08:00,,True
sub_ec760b3d-aee7-454e-a972-2c3c1a9fb9ab,txn_63d341e8-5757-4ec1-be81-a295e09ef611,cus_a7d99378-164c-441f-a60b-3f9f24314d5f,le_hung51076@gmail.com,Basic,Monthly,Active,2025-03-15 09:48:00,2025-04-15 09:48:00,2025-03-15 09:48:00,,,2025-03-15 09:48:00,2025-04-15 09:48:00,False
sub_53761b1c-2745-4973-8538-79f5f495381d,,cus_3374021a-f27c-4502-8dc4-b0d6e2597ea2,khoa.ho53620@gmail.com,Basic,Monthly,Canceled,2025-03-09 11:57:00,2025-04-09 11:57:00,2025-03-15 11:57:00,2025-03-15 11:57:00,Not using it,2025-03-15 11:57:00,,True
sub_de73d59e-f1af-4f7b-ada7-e74c6f9400e0,,cus_6f9d4860-a7ad-477e-bd1a-b95bf221dd7a,nam_nguyen34480@gmail.com,Basic,Monthly,Canceled,2025-02-22 12:21:00,2025-03-22 12:21:00,2025-03-15 12:21:00,2025-03-15 12:21:00,Too expensive,2025-03-15 12:21:00,,True
sub_949a8012-cc1a-41eb-b1c0-015fd820bb6a,txn_29494628-5630-4866-b06b-8df37176ddaf,cus_4f75b862-a647-444b-afaa-59b8664aa9c8,huy_le65302@gmail.com,Basic,Monthly,Active,2025-03-15 13:50:00,2025-04-15 13:50:00,2025-03-15 13:50:00,,,2025-03-15 13:50:00,2025-03-30 13:50:00,False
sub_6b512886-9b6b-4535-a583-c3b002620216,txn_ae9e351e-597b-4fa5-ba5b-7a23e5f23b2f,cus_b0666619-c60d-4a77-a7ec-23b6c8cc8f29,anh_bui29676_at_gmail.com,Basic,Monthly,Active,2025-03-15 16:46:00,2025-04-15 16:46:00,2025-03-15 16:46:00,,,2025-03-15 16:46:00,2025-03-24 16:46:00,False
sub_5fe4d8e8-6623-4589-aad6-f2c3413e8683,,cus_9ebcf3cd-c3da-411b-b651-12782574d4d4,ho_phuc36902@gmail.com,Basic,Monthly,canceled,2025-03-04 21:10:00,2025-04-04 21:10:00,2025-03-15 21:10:00,2025-03-15 21:10:00,Not using it,2025-03-15 21:10:00,,True
sub_85cf922e-73f3-4e74-b011-7cd0a5507aa5,txn_91809f53-35e3-423f-bdd3-4c0282b433cc,cus_e36b65a7-68a3-4fce-beec-82c547f5bee4,ngan.le61520@gmail.com,Basic,Annual,Active,2025-03-15 22:45:00,2026-03-15 22:45:00,2025-03-15 22:45:00,,,2025-03-15 22:45:00,2025-06-06 22:45:00,False
sub_582ddbab-e566-4d4a-83cd-c2e3deef028c,txn_063c6606-a815-498e-bdc1-e17b36e8cfcc,cus_67927b60-6af3-4271-a365-c882f7ddbbef,tran.vy97849@gmail.com,Basic,Monthly,Active,2025-03-15 22:46:00,2025-04-15 22:46:00,2025-03-15 22:46:00,,,2025-03-15 22:46:00,2025-03-27 22:46:00,False
sub_6fa2e645-2cb1-437a-9bfb-e8f0175b8e55,txn_e87d8c92-9ad7-4726-aa2a-ab1ed3b1d89a,cus_939453e1-6973-4e04-a12f-d61d91d8da60,vu_huong55688@gmail.com,Basic,Monthly,Active,2025-03-15 22:48:00,2025-04-15 22:48:00,2025-03-15 22:48:00,,,2025-03-15 22:48:00,2025-04-15 22:48:00,False
sub_f739abfc-6530-4e37-b26d-772582563cee,txn_81d31a88-883b-45ef-ae39-103bc80c8def,cus_7f5335c2-b8a5-47f3-a825-fd533b4b1685,phuc.tran14911@gmail.com,Premium,Monthly,Active,2025-03-16 08:16:00,2025-04-16 08:16:00,2025-03-16 08:16:00,,,2025-03-16 08:16:00,2025-03-22 08:16:00,False
sub_fa6261cc-9e72-4a30-80b0-2429c6b6cc5f,txn_47901eab-e032-4600-bc6d-86488f343808,cus_68332825-b62a-4f7b-b918-ce8b71b1c5b0,tran_dung47450@gmail.com, Basic ,Monthly,Active,2025-03-16 10:17:00,2025-04-16 10:17:00,2025-03-16 10:17:00,,,2025-03-16 10:17:00,2025-04-03 10:17:00,False
sub_b124a2ab-69db-4962-a6f3-cf4c157d73be,txn_97f54f35-a1ea-4b2b-819d-5ef5fd4990e1,cus_57fa0ce2-8de8-4312-97ad-ee4c5cf71a5c,tuan_nguyen86162@gmail.com,Standard,Monthly,Active,2025-03-16 11:10:00,2025-04-16 11:10:00,2025-03-16 11:10:00,,,2025-03-16 11:10:00,2025-04-16 11:10:00,False
sub_8601990b-5f4e-4223-8f6e-5d8c6e7e49eb,txn_3566d56a-ea1f-4099-a046-458c1261330b,cus_c03f85ff-451d-4138-a9a6-53203298b130,nguyen_khoa37184@gmail.com,Basic,Monthly,Active,2025-03-16 13:19:00,2025-04-16 13:19:00,2025-03-16 13:19:00,,,2025-03-16 13:19:00,2025-04-16 13:19:00,False
sub_db39268b-42ed-4896-97fa-852b7d148738,txn_507dffdc-919f-4d52-985e-8bf0207f90a1,cus_17c9706b-b0f3-47ce-ac41-6b84718032f7,pham_anh56692@gmail.com,Ultimate,Monthly,Active,2025-03-16 13:40:00,2025-04-16 13:40:00,2025-03-16 13:40:00,,,2025-03-16 13:40:00,2025-04-06 13:40:00,False
sub_375ce260-4b9c-4a8d-aceb-fc8a6626d853,txn_f4eb697b-9b8b-4014-b56a-7ebc40ef6b2d,cus_bc7a99ff-1fa2-4e46-8138-5ec681381d7e,nam.dang24275@gmail.com,Basic,Monthly,Active,2025-03-16 15:53:00,2025-04-16 15:53:00,2025-03-16 15:53:00,,,2025-03-16 15:53:00,2025-03-28 15:53:00,False
sub_e1f89e5e-beb5-44b5-8721-6237b03d75fa,txn_710ecd95-70b3-450b-b4e0-1d8c71fa188e,cus_a051d499-5dfa-43c8-a37e-7af09ec0eeaf,bui_phuong42288@gmail.com,Basic,Monthly,Active,2025-03-16 15:59:00,2025-04-16 15:59:00,2025-03-16 15:59:00,,,2025-03-16 15:59:00,2025-03-22 15:59:00,False
sub_1cc4239b-7ad0-4410-a9d1-c5df30e682b5,txn_6fb79a23-afef-46af-8ad7-43930c71fb1f,cus_0830d0f0-755e-4a05-b52b-2fb68f73e6ef,ngan.bui13223@gmail.com,Basic,Monthly,Active,2025-03-16 16:12:00,2025-04-16 16:12:00,2025-03-16 16:12:00,,,2025-03-16 16:12:00,2025-03-27 16:12:00,False
sub_017c3a57-5ac6-4cba-a005-6ec938710fb1,txn_eaad78b1-fb9a-4fcf-b8d8-56e6b3eb2704,cus_f18b2ef6-62a4-4c4e-bbd6-72dbdee95122,huy_le23047@gmail.com,Basic,Monthly,Active,2025-03-16 17:19:00,2025-04-16 17:19:00,2025-03-16 17:19:00,,,2025-03-16 17:19:00,2025-04-16 17:19:00,False
sub_1c86e9e1-e0f0-4b50-a403-8002e79ea70f,txn_e92a6687-575f-4221-beb7-5581de5b6a69,cus_b521cabd-ffe6-47cb-a87e-b5ced5bedcc3,QUAN.HO63691@GMAIL.COM,Standard,Monthly,Active,2025-03-16 17:46:00,2025-04-16 17:46:00,2025-03-16 17:46:00,,,2025-03-16 17:46:00,2025-04-16 17:46:00,False
sub_974684b3-95a6-4ae0-820f-410f961a334f,txn_9f954a0f-e69e-4ccb-b777-a51a02c505dc,cus_87c26848-54c0-4a8a-9012-faf9667b5149,hung.bui83178@gmail.com,Basic,Monthly,Active,2025-03-16 17:51:00,2025-04-16 17:51:00,2025-03-16 17:51:00,,,2025-03-16 17:51:00,2025-03-29 17:51:00,False
sub_8b52063d-c818-467e-8aed-4831822a3ddf,,cus_69b9e1b7-53cc-4e70-a187-0aa7edbde4d6,dang_huong63685@gmail.com,Basic,Monthly,Canceled,2025-03-05 19:58:00,2025-04-05 19:58:00,2025-03-16 19:58:00,2025-03-16 19:58:00,Not using it,2025-03-16 19:58:00,,True
sub_d0e661af-dae9-48ad-a864-0ebcef7cfce2,,cus_8cccc709-f707-4125-89cf-248d0e8d1df4,phuong_do33746@gmail.com,Basic,Monthly,Canceled,2025-02-21 20:16:00,2025-03-21 20:16:00,2025-03-16 20:16:00,2025-03-16 20:16:00,Technical issues,2025-03-16 20:16:00,,True
sub_3b0cbbe3-2aae-4859-af94-f4b5ac725ca0,txn_e5d31a13-e0b3-4126-99e8-d253f46f0fc2,cus_760ab709-f6f6-45ce-97cc-45412f510932,huy_do51529@gmail.com,Basic,Annual,active,2025-03-16 22:40:00,2026-03-16 22:40:00,2025-03-16 22:40:00,,,2025-03-16 22:40:00,2025-06-11 22:40:00,False
sub_34420ec1-d747-4ba2-a6da-b3e7db3dc3dc,,cus_0cc2e79f-3783-4852-9068-a1dd85f4bf58,vu_nhi12365@gmail.com,Basic,Annual,Canceled,2025-02-12 09:02:00,2026-02-12 09:02:00,2025-03-17 09:02:00,2025-03-17 09:02:00,Found alternative,2025-03-17 09:02:00,,True
sub_2a38358c-b103-430e-abb9-f27ffefe1707,txn_14327170-252a-48a2-b65e-48ab19e77ea5,cus_ad97131f-0023-48a6-a7a2-02abc1864ea1,do.vy27278@gmail.com,NULL,Monthly,Active,2025-03-17 16:44:00,2025-04-17 16:44:00,2025-03-17 16:44:00,,,2025-03-17 16:44:00,2025-03-25 16:44:00,False
sub_7ce12374-c9b8-4dbd-9b83-8dc1bc718f31,,cus_dab9f07a-007a-42cd-b2da-c859fb488d29,ngan_le41934@gmail.com,Basic,Monthly,Canceled,2025-02-20 18:39:00,2025-03-20 18:39:00,2025-03-17 18:39:00,2025-03-17 18:39:00,Found alternative,2025-03-17 18:39:00,,True
sub_ee86f89d-cc50-4bf8-b5fc-5f44c7dcb5a1,,cus_b6a4c5f9-d932-4c4c-8c41-3bb82fef29da,quynh_do75873@gmail.com,Premium,Monthly,Canceled,2025-03-02 19:57:00,2025-04-02 19:57:00,2025-03-17 19:57:00,2025-03-17 19:57:00,Not using it,2025-03-17 19:57:00,,True
sub_6ecb46b0-dfb3-4e00-8432-bfed532effc4,,cus_1cb293db-2893-4264-aece-3f1e68a68932,anh.phan72073@gmail.com,Basic,Monthly,Canceled,2025-03-13 21:27:00,2025-04-13 21:27:00,2025-03-17 21:27:00,2025-03-17 21:27:00,Too expensive,2025-03-17 21:27:00,,True
sub_668ac6bb-74ef-48ac-b6fe-947010ee6226,txn_3babbdf7-1d28-40f6-bb7e-4188ac1f0e86,cus_e505845f-5c65-4f1f-9280-b0a1ea77727b,nam.le80025@gmail.com,Premium,Monthly,Active,2025-03-18 09:01:00,2025-04-18 09:01:00,2025-03-18 09:01:00,,,2025-03-18 09:01:00,2025-04-12 09:01:00,False
sub_498eeeb0-f5fb-479e-82fd-c99355a3387d,,cus_3a7b5f9c-b1f3-4ad4-872b-83405f6bb20d,khoa_phan56651@gmail.com,Standard,Annual,canceLed,2025-03-03 09:19:00,2026-03-03 09:19:00,2025-03-18 09:19:00,2025-03-18 09:19:00,Not using it,2025-03-18 09:19:00,,True
sub_af108e21-2ce5-40dc-b3a1-65372f1040a4,txn_4af3b795-8a79-4a8f-81e3-0f3e06e3deca,cus_0d9fcb52-f61c-45df-8d53-0b1cc170a790,nguyen.ngan13488@gmail.com,Standard,monthly,Active,2025-03-18 10:44:00,2025-04-18 10:44:00,2025-03-18 10:44:00,,,2025-03-18 10:44:00,2025-04-05 10:44:00,False
sub_e5af56be-c4ee-4f88-b2f4-4c75106a0747,txn_336c5f60-6a9c-4c59-a35b-6bbae4cba09a,cus_0f89af2b-ce7e-41b1-b1fd-e7b269ab0085, pham.khoa49049@gmail.com,Basic,Monthly,ACTIVE,2025-03-18 12:23:00,2025-04-18 12:23:00,2025-03-18 12:23:00,,,2025-03-18 12:23:00,2025-03-28 12:23:00,False
sub_a4cb357b-a643-47f1-9715-e31cb773608d,txn_2d1cd629-9006-4235-81eb-3df41b1c91b0,cus_7a30e46b-2496-44d3-a478-3c9e3f34bbe4,dang_nam61716@gmail.com,Basic,Monthly,Active,2025-03-18 12:44:00,2025-04-18 12:44:00,2025-03-18 12:44:00,,,2025-03-18 12:44:00,2025-03-21 12:44:00,False
sub_6024a466-7f6f-407e-bbd0-af4e85985408,,cus_ce9923c8-13cc-4362-a484-2d405879657e,nguyen_thao27786@gmail.com,Basic, Monthly ,Canceled,2025-02-25 14:20:00,2025-03-25 14:20:00,2025-03-18 14:20:00,2025-03-18 14:20:00,Not using it,2025-03-18 14:20:00,,True
sub_b1addbe1-9877-40b8-9133-1bd9fd8c410f,txn_dd71b45c-1fcd-433c-894e-a5955f1b1693,cus_9931d6cb-b173-4400-8e0a-03e3765dbb34,pham.khoa34172@gmail.com,Premium,Annual,Active,2025-03-18 14:45:00,2026-03-18 14:45:00,2025-03-18 14:45:00,,,2025-03-18 14:45:00,,True
sub_4f5e474f-7fdd-4bb5-b841-8556ec70018b,txn_aa2d85f6-2ce7-4caa-9ad8-176bac7de3d8,cus_4fc477f2-d41e-4e65-b4aa-6eb65e149eb3,pham.duc78233@gmail.com, Basic ,Annual,Active,2025-03-18 18:20:00,2026-03-18 18:20:00,2025-03-18 18:20:00,,,2025-03-18 18:20:00,2025-03-21 18:20:00,False
sub_4112dd2a-8d71-4d0b-ae7a-c7963dbe2161,txn_885861b9-0571-4bc1-afb7-9dcd35c433d4,cus_5fb0377a-e25f-431f-8bd4-bd52304bac41,DO.LINH40145@GMAIL.COM,Basic,Monthly,ACTIVE,2025-03-18 19:17:00,2025-04-18 19:17:00,2025-03-18 19:17:00,,,2025-03-18 19:17:00,2025-04-18 19:17:00,False
