ticket_id,requester_email,requester_name,ticket_type,subject,description,priority,status,channel,created_at,first_response_at,solved_at,updated_at,first_reply_time,full_resolution_time,satisfaction_rating
ticket_a827a4a3-7b3e-4bb4-9bba-6e5eab274557,anh.dang65144@gmail.com,Anh Đặng,Billing & Payment Issues,Payment failed but money deducted,Want to cancel and get partial refund for unused period.,Normal,Solved,Email,2025-09-05 08:17:17,2025-09-06 02:34:57,2025-09-06 03:43:57,2025-09-06 03:43:57,18.23,18.73,3.0
ticket_4447e07d-134d-4c3f-83f1-72b99e4c1b7c,bui_minh32492@gmail.com,Minh Bùi,Device / Compatibility,Dark mode text unreadable,Dark mode makes text hard to read on Pixel phone.,Low,Solved,Email,2025-09-05 08:17:23,2025-09-05 10:35:07,2025-09-07 18:07:47,2025-09-07 18:07:47,1.78,57.84,1.0
ticket_fcf6790a-aa44-4eae-889b-a8120112e112, phuc.bui97996@gmail.com,Phúc Bùi,Performance / Speed,Frequent crashes on Android,App crashes every time I open a long workout session.,Urgent,Closed,social_media,2025-09-05 08:18:10,2025-09-05 18:57:22,2025-09-06 15:19:46,2025-09-06 15:19:46,10.07,30.11,1.0
ticket_4d7fa63a-db20-48aa-8985-b73efb2e5a97,pham_thao39575@gmail.com,Thảo Phạm,Billing & Payment Issues,Subscription not renewed automatically,Want to cancel and get partial refund for unused period.,High,Closed,Chat,2025-09-05 10:04:05,2025-09-05 13:14:53,2025-09-05 14:06:29,2025-09-05 14:06:29,2.53,3.94,3.0
ticket_98406851-f771-40d0-bf55-881de69ce224,vu.phuc62752@gmail.com,Phúc Vũ,Device / Compatibility,App crashes on iOS 19,Doesn't open properly on Samsung Galaxy S23 Ultra.,Urgent,Closed,social_media,2025-09-05 10:20:16,2025-09-07 12:30:16,2025-09-07 14:29:52,2025-09-07 14:29:52,49.8,52.06,1.0
ticket_ae96bee4-2867-46d5-b6f4-2c42b31e3fb5,tuan.phan83812@gmail.com,Tuấn Phan,Integration Errors,Webhook returns 500,Tried connecting Google Calendar but fails with error 403.,Urgent,Closed,Chat,2025-09-05 10:52:01,2025-09-07 16:28:49,2025-09-08 07:21:25,2025-09-08 07:21:25,53.38,67.59,
ticket_041afffa-f7b8-46de-b230-9e8291f8c1e0,vu.phuc86341@gmail.com,Phúc Vũ,Login & Authentication,Google/Apple login not working,Tried reset password but no email arrived in inbox or spam.,Normal,Solved,Chat,2025-09-05 12:53:17,2025-09-06 17:28:41,2025-09-06 18:28:41,2025-09-06 18:28:41,28.59,29.59,1.0
ticket_c7c64311-4f27-47c6-b34d-2403e8bb40dc,hung.bui90548@gmail.com,Hùng Bùi,Feature Usage Help,Where is my progress tracker?,How do I download all my workout history as CSV?,High,Closed,Email,2025-09-05 13:21:27,2025-09-05 15:58:45,2025-09-05 18:30:39,2025-09-05 18:30:39,2.12,5.02,2.0
ticket_29a9ee89-00eb-46da-acb5-fdd14b8724b8,thao_nguyen85455@gmail.com,Thảo Nguyễn,Integration Errors,Webhook returns 500,Tried connecting Google Calendar but fails with error 403.,High,Solved,social_media,2025-09-05 14:37:32,2025-09-06 00:46:56,2025-09-07 05:09:32,2025-09-07 05:09:32,9.49,38.2,1.0
ticket_53fc356c-0137-43bb-ab67-6f1c97cbc0f3,phong.phan84509@gmail.com,Phong Phan,Feature Usage Help,Where is my progress tracker?,Please tell me how to turn on daily push notifications.,High,Closed,Web,2025-09-05 14:54:38,2025-09-06 00:46:14,2025-09-06 05:33:14,2025-09-06 05:33:14,9.36,14.46,
ticket_119a165e-8000-43d4-b4b8-c0f4ac43efa7,hung.nguyen38943@gmail.com,Hùng Nguyễn,Integration Errors,API timeout every time,Tried connecting Google Calendar but fails with error 403.,Urgent,Closed,Email,2025-09-05 18:05:27,2025-09-07 00:52:42,2025-09-09 03:17:39,2025-09-09 03:17:39,30.09,80.72,
ticket_66a590bf-2a50-4862-a7c1-91f910df9896,khoa_vu20218@gmail.com,Khoa Vũ,Integration Errors,Webhook returns 500,Tried connecting Google Calendar but fails with error 403.,High,Solved,Chat,2025-09-05 18:09:09,2025-09-06 04:00:09,2025-09-07 04:20:21,2025-09-07 04:20:21,9.05,33.67,1.0
ticket_77e12577-09ce-4bb0-bce3-ff2966d6f566,nguyen.anh86935@gmail.com,Anh Nguyễn,Billing & Payment Issues,Payment failed but money deducted,I got charged $9.99 but still see free tier limits. Please fix and refund.,Urgent,Solved,social_media,2025-09-05 20:46:18,2025-09-06 07:30:42,2025-09-06 11:19:30,2025-09-06 11:19:30,10.34,14.02,1.0
ticket_e92057e2-1314-4d6c-be3e-9d80ad4adfde,hung_le53775@gmail.com,Hùng Lê,Integration Errors,Apple Health not connecting,Tried connecting Google Calendar but fails with error 403.,Urgent,Closed,Chat,2025-09-05 21:13:55,2025-09-06 13:15:19,2025-09-09 01:19:55,2025-09-09 01:19:55,15.44,75.3,1.0
ticket_25c0c02e-9d93-4071-abeb-fff01f26b019,nam_le92967@gmail.com,Nam Lê,Performance / Speed,Frequent crashes on Android,Videos keep buffering even on fast internet.,Low,Closed,social_media,2025-09-05 21:33:14,2025-09-08 08:11:02,2025-09-08 10:57:38,2025-09-08 10:57:38,57.78,61.14,1.0
ticket_54b354a3-caa5-4f99-bdc9-4a2ce40df080, hung.tran44281@gmail.com,Hùng Trần,Performance / Speed,Sync takes minutes,Main screen takes 15+ seconds to load on WiFi.,High,Solved,social_media,2025-09-05 23:20:02,2025-09-06 03:31:26,2025-09-06 11:21:26,2025-09-06 11:21:26,4.14,11.54,3.0
ticket_c8b92049-7f8c-47a3-838b-f9b5682a0ba2,bui.anh30181@gmail.com,Anh Bùi,Integration Errors,Strava import error,Strava activities not showing up in the app.,Urgent,Solved,Web,2025-09-06 11:25:02,2025-09-08 16:52:26,2025-09-09 19:17:26,2025-09-09 19:17:26,52.64,79.69,2.0
ticket_77d6a5ed-3a04-4325-9605-f18e4fb899b0,ho_nhi25596@gmail.com,Nhi Hồ,Feature Usage Help,Where is my progress tracker?,I can't find where my streak or progress is displayed.,Normal,Closed,Web,2025-09-06 12:18:16,2025-09-08 13:43:04,2025-09-08 14:10:04,2025-09-08 14:10:04,48.73,49.23,2.0
ticket_c3401061-4676-4755-8bbc-e9d240a9e6af,duc.nguyen68559@gmail.com,Đức Nguyễn,Billing & Payment Issues,Subscription not renewed automatically,Saw double charge on statement this month.,Urgent,Solved,Web,2025-09-06 12:41:08,2025-09-06 23:32:44,2025-09-07 02:53:44,2025-09-07 02:53:44,10.16,13.26,3.0
ticket_2386bc56-2c30-4218-baac-4a8dfacd6d95,ho.phuc82415@gmail.com,Phúc Hồ,Feedback / Complaint,Content quality dropped recently,"Ads appear too frequently in free plan, very annoying.",Urgent,Closed,Email,2025-09-06 12:44:02,2025-09-06 15:38:50,2025-09-07 11:04:14,2025-09-07 11:04:14,2.18,21.92,2.0
ticket_11c8a4cf-664d-4774-b742-38cf9ddeed7d,ngan.phan22268@gmail.com,Ngân Phan,Device / Compatibility,UI broken in tablet mode,Doesn't open properly on Samsung Galaxy S23 Ultra.,Low,Closed,social_media,2025-09-06 13:03:14,2025-09-06 22:40:14,2025-09-08 16:01:38,2025-09-08 16:01:38,9.0,50.94,2.0
ticket_a0659bd2-d7d9-418f-a8d3-5d6a321a21b4,nam_tran93960_at_gmail.com,Nam Trần,Integration Errors,API timeout every time,Strava activities not showing up in the app.,Normal,Solved,Chat,2025-09-06 13:09:46,2025-09-06 18:14:10,2025-09-09 19:04:22,2025-09-09 19:04:22,4.09,77.26,1.0
ticket_96e28ea3-a8cb-4d49-a0b8-a9e8bbc7573e,pham_tuan97981@gmail.com,Tuấn Phạm,Integration Errors,Google Calendar sync failed,Strava activities not showing up in the app.,Low,Open,social_media,2025-09-06 13:33:58,,,2025-09-08 15:33:58,,,
ticket_6b0fd002-f2c6-4a7b-8680-75517772cd9f,tran_hung25707@gmail.com,Hùng Trần,Feedback / Complaint,Too many ads in free version,"Ads appear too frequently in free plan, very annoying.",Low,Closed,social_media,2025-09-06 14:11:15,2025-09-07 06:07:39,2025-09-08 00:42:03,2025-09-08 00:42:03,15.24,34.43,1.0
ticket_da2e75fd-ca92-4b3d-ae5c-197dc6242b63,quynh_nguyen52586@gmail.com,Quỳnh Nguyễn,Feedback / Complaint,Content quality dropped recently,The interface looks old compared to other apps.,Normal,Open,Chat,2025-09-06 14:42:18,2025-09-06 22:42:18,,2025-09-06 23:42:18,8.0,,
ticket_5fa4c62e-a31d-43cd-876e-5a0fd08e6e35,nguyen_tuan57349@gmail.com ,Tuấn Nguyễn,Device / Compatibility,App crashes on iOS 19,Dark mode makes text hard to read on Pixel phone.,High,Solved,Chat,2025-09-06 16:48:58,2025-09-07 08:09:58,2025-09-07 20:33:46,2025-09-07 20:33:46,15.15,26.78,2.0
ticket_f595294b-eea2-4a5d-8cb7-15edcc33494b, tran_hung69604@gmail.com,Hùng Trần,Integration Errors,Google Calendar sync failed,Apple Health data not syncing after granting permission.,Urgent,Solved,Web,2025-09-06 18:09:41,2025-09-09 06:08:17,2025-09-09 14:40:41,2025-09-09 14:40:41,59.76,68.45,2.0
ticket_d39510b9-d1f4-4dea-80b7-0f3068afc4bf,dang_duc11920@gmail.com,Đức Đặng,Login & Authentication,Account locked after failed attempts,Sign in with Google button does nothing on Chrome.,Low,Solved,social_media,2025-09-06 18:40:52,2025-09-07 09:53:04,2025-09-07 10:55:04,2025-09-07 10:55:04,14.77,15.27,
ticket_67febfb3-a80f-4532-a8d7-7a0e5e136069,dung_ho85233@gmail.com,Dung Hồ,Feedback / Complaint,UI feels outdated,The interface looks old compared to other apps.,Urgent,Closed,Chat,2025-09-06 19:12:26,2025-09-08 00:40:02,2025-09-08 20:02:38,2025-09-08 20:02:38,29.11,48.12,1.0
ticket_fa2b2e8b-4edf-4d8d-a097-87954945d867,ho.nam30867@gmail.com,Nam Hồ,Login & Authentication,Google/Apple login not working,Sign in with Google button does nothing on Chrome.,High,Closed,Web,2025-09-06 21:48:35,2025-09-07 10:25:59,2025-09-07 10:42:59,2025-09-07 10:42:59,12.39,12.89,
ticket_17ea0256-f053-4c88-b871-cf4bcce828c4,phuong_pham18470@gmail.com,Phương Phạm,Login & Authentication,Google/Apple login not working,2FA code keeps saying invalid though it's correct.,High,Closed,social_media,2025-09-06 22:24:28,2025-09-07 04:04:16,2025-09-07 06:36:28,2025-09-07 06:36:28,4.98,7.5,
ticket_33bfaa6c-711a-4b38-91cf-93e47c2d186a,nhi.pham97795@gmail.com,Nhi Phạm,Performance / Speed,App loads very slowly,Main screen takes 15+ seconds to load on WiFi.,Urgent,Closed,Email,2025-09-06 22:30:43,2025-09-08 22:08:08,2025-09-09 00:20:19,2025-09-09 00:20:19,46.86,49.01,2.0
ticket_475b1a3f-787e-467f-84a4-e26ba0eda333,duc.bui84055@gmail.com,Đức Bùi,Feature Usage Help,Guide to create custom plan,How do I download all my workout history as CSV?,Urgent,Closed,social_media,2025-09-07 09:47:10,2025-09-07 14:35:46,2025-09-08 00:26:34,2025-09-08 00:26:34,4.61,13.99,2.0
ticket_cbac0c63-31cc-4b79-af71-54512c084de1,dang.thao37729@gmail.com,Thảo Đặng,Performance / Speed,App loads very slowly,Videos keep buffering even on fast internet.,High,Solved,Chat,2025-09-07 12:17:23,2025-09-07 13:24:47,2025-09-08 12:42:35,2025-09-08 12:42:35,0.54,23.82,3.0
ticket_0292508d-11d6-4afd-b1d3-e9cfc2d883f1,huy_le33740@gmail.com,Huy Lê,Login & Authentication,2FA code always invalid,Sign in with Google button does nothing on Chrome.,Normal,Closed,social_media,2025-09-07 12:41:38,2025-09-07 18:45:14,2025-09-07 20:29:02,2025-09-07 20:29:02,5.11,7.74,
ticket_f869c1ff-c9ba-4c0a-a599-3f7a50d7ef60,huy_le53317@gmail.com,Huy Lê,Login & Authentication,2FA code always invalid,Tried reset password but no email arrived in inbox or spam.,Normal,Solved,social_media,2025-09-07 16:41:35,2025-09-07 18:06:11,2025-09-08 02:16:35,2025-09-08 02:16:35,1.01,8.6,3.0
ticket_66cfb0e6-673f-4e41-82db-dfefe78bc403,quynh.pham36475@gmail.com ,Quỳnh Phạm,Feedback / Complaint,UI feels outdated,The interface looks old compared to other apps.,Normal,Solved,social_media,2025-09-07 17:51:24,2025-09-08 06:47:48,2025-09-09 18:04:12,2025-09-09 18:04:12,12.64,47.48,
ticket_27d0c240-06ff-4794-a26a-e15ebc687f37, do_khoa67212@gmail.com,Khoa Đỗ,Integration Errors,Webhook returns 500,Apple Health data not syncing after granting permission.,High,Closed,social_media,2025-09-07 18:04:50,2025-09-07 23:42:38,2025-09-10 16:19:38,2025-09-10 16:19:38,5.08,69.63,
ticket_385858b6-a4c3-4b1e-bb59-6d5e8e37f3c9,vu_huong11923@gmail.com,Hương Vũ,Feature Usage Help,Where is my progress tracker?,I can't find where my streak or progress is displayed.,High,Solved,Web,2025-09-07 18:21:17,2025-09-08 19:30:17,2025-09-08 19:33:17,2025-09-08 19:33:17,24.25,24.75,2.0
ticket_bb00383d-009f-425b-99ab-9bd67f9d9c8f,vu_huy17791@gmail.com,Huy Vũ,Performance / Speed,Frequent crashes on Android,Main screen takes 15+ seconds to load on WiFi.,Urgent,Solved,Chat,2025-09-07 18:33:45,2025-09-08 19:20:57,2025-09-09 07:08:21,2025-09-09 07:08:21,24.77,36.21,1.0
ticket_b3cc125a-85be-4d13-93d7-6b6ec0998134,nam_nguyen84180@gmail.com,Nam Nguyễn,Billing & Payment Issues,Subscription not renewed automatically,I got charged $9.99 but still see free tier limits. Please fix and refund.,Low,Pending,Web,2025-09-07 18:39:13,2025-09-07 20:39:13,,2025-09-10 17:39:13,2.0,,
ticket_3e5c8db2-2dfb-4e65-a3f1-7321f49f586b,pham_lan61309@gmail.com,Lan Phạm,Login & Authentication,Cannot reset password - no email received,Sign in with Google button does nothing on Chrome.,Normal,Closed,social_media,2025-09-07 19:13:56,2025-09-08 11:10:20,2025-09-08 11:37:20,2025-09-08 11:37:20,15.04,15.54,
ticket_035ec3f3-8e83-4533-a7fc-6cf21e828c4a,phuong_do65603@gmail.com ,Phương Đỗ,Login & Authentication,Cannot reset password - no email received,"Account got locked, can't log in even with correct password.",Low,Closed,social_media,2025-09-07 20:11:31,2025-09-10 02:55:19,2025-09-10 03:15:19,2025-09-10 03:15:19,54.53,55.03,1.0
ticket_90e71a4a-5df0-463b-aaa0-8542ceb483f8,phan.dung73184@gmail.com,Dung Phan,Integration Errors,Webhook returns 500,Strava activities not showing up in the app.,Normal,Solved,social_media,2025-09-07 20:19:36,2025-09-09 01:30:24,2025-09-11 10:54:36,2025-09-11 10:54:36,28.98,86.2,1.0
ticket_14262208-5b22-4caa-ad8d-3ca471e8f6b2,TRAN_DUC96088@GMAIL.COM,Đức Trần,Integration Errors,Google Calendar sync failed,Strava activities not showing up in the app.,Normal,Solved,Email,2025-09-07 21:04:05,2025-09-08 17:16:00,2025-09-10 01:10:53,2025-09-10 01:10:53,19.78,51.88,
ticket_b573f115-5e04-4b81-8021-ca8d923d8086,vu_duc92837@gmail.com,Đức Vũ,Login & Authentication,Cannot reset password - no email received,2FA code keeps saying invalid though it's correct.,Low,Closed,social_media,2025-09-07 21:05:50,2025-09-08 02:15:26,2025-09-08 04:08:02,2025-09-08 04:08:02,4.36,6.12,3.0
ticket_a2de7dd6-d16c-4836-9389-156dbd8553a7, bui.nhi92841@gmail.com,Nhi Bùi,Login & Authentication,Account locked after failed attempts,Tried reset password but no email arrived in inbox or spam.,Normal,Pending,Chat,2025-09-07 21:20:14,,,2025-09-08 12:20:14,,,
ticket_b1bb7477-80af-4827-a28e-46e33092a79f,tran.vy13686@gmail.com,Vy Trần,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,High,Solved,Chat,2025-09-07 21:47:25,2025-09-08 02:06:37,2025-09-11 00:42:37,2025-09-11 00:42:37,4.07,74.77,2.0
ticket_49d57c06-bc75-4e0e-a28e-1ea5bf6d988a,tran.vy39064@gmail.com,Vy Trần,Integration Errors,Webhook returns 500,Strava activities not showing up in the app.,Urgent,Solved,Web,2025-09-07 22:59:24,2025-09-08 11:45:36,2025-09-09 05:24:12,2025-09-09 05:24:12,12.37,29.73,1.0
ticket_55c5a246-656b-4e4c-a138-4a5ad165e85a,bui.nhi77590@gmail.com,Nhi Bùi,Feature Usage Help,Guide to create custom plan,Please tell me how to turn on daily push notifications.,Normal,Solved,Web,2025-09-08 00:04:39,2025-09-09 01:05:51,2025-09-09 01:55:51,2025-09-09 01:55:51,24.67,25.17,2.0
ticket_86e4b370-6b93-4255-af5a-3d5b8fc4331e,phan.phong86846@gmail.com,Phong Phan,Login & Authentication,Cannot reset password - no email received,2FA code keeps saying invalid though it's correct.,Low,Closed,Web,2025-09-08 01:17:40,2025-09-09 04:57:40,2025-09-09 06:05:40,2025-09-09 06:05:40,27.65,28.15,1.0
ticket_5fe63c5f-d883-411e-ae2c-626305590260,phuong.bui77009@gmail.com ,Phương Bùi,Performance / Speed,Video buffering forever,Main screen takes 15+ seconds to load on WiFi.,Low,Closed,social_media,2025-09-08 08:46:43,2025-09-08 11:26:19,2025-09-09 07:32:19,2025-09-09 07:32:19,2.21,21.86,3.0
ticket_65fc1dbd-bbb4-4538-ab15-6a6323abe9e3,vu_anh30092@gmail.com,Anh Vũ,Feature Usage Help,What does streak freeze mean?,How do I download all my workout history as CSV?,High,Solved,Chat,2025-09-08 11:06:35,2025-09-08 20:56:47,2025-09-09 09:48:23,2025-09-09 09:48:23,9.62,21.73,3.0
ticket_ae95a443-8721-4d7b-85a5-b8840790cdcb,phuc_tran24417@gmail.com,Phúc Trần,Performance / Speed,Sync takes minutes,App crashes every time I open a long workout session.,Low,Closed,social_media,2025-09-08 11:07:38,2025-09-09 00:35:50,2025-09-11 07:29:50,2025-09-11 07:29:50,12.52,68.37,1.0
ticket_72885a30-2412-4452-b65a-15502ad78e0d,phong_tran29623@gmail.com,Phong Trần,Billing & Payment Issues,Charged but still on free plan,Money was taken but subscription status not updated. Order ID attached.,High,Solved,social_media,2025-09-08 13:55:20,2025-09-08 15:11:44,2025-09-09 06:16:56,2025-09-09 06:16:56,0.54,15.66,1.0
ticket_43b4c10b-162b-4d13-850e-17368c587795,lan_phan54213@gmail.com,Lan Phan,Billing & Payment Issues,Charged but still on free plan,I got charged $9.99 but still see free tier limits. Please fix and refund.,High,Pending,Web,2025-09-08 14:41:14,,,2025-09-10 19:41:14,,,
ticket_13d0980f-5f30-4aaf-bbed-700410eafaf1,le.huong14190@gmail.com ,Hương Lê,Login & Authentication,Account locked after failed attempts,Tried reset password but no email arrived in inbox or spam.,Low,Closed,social_media,2025-09-08 17:11:09,2025-09-09 19:34:09,2025-09-09 19:36:09,2025-09-09 19:36:09,25.9,26.4,
ticket_5bb0b947-9356-4b9a-8215-53cf9e6c6e0c,linh_phan59372@gmail.com,Linh Phan,Feedback / Complaint,Too many ads in free version,The interface looks old compared to other apps.,High,Closed,Email,2025-09-08 18:12:59,2025-09-13 13:25:11,2025-09-13 13:52:11,2025-09-13 13:52:11,114.9,115.4,1.0
ticket_9e94415c-4eea-4edb-92fe-3d987f5e05a8,tuan_ho43559@gmail.com,Tuấn Hồ,Device / Compatibility,Incompatible with Android 15,App force closes immediately on my iPhone with iOS 19.,Low,Solved,Web,2025-09-08 20:08:28,2025-09-09 23:58:52,2025-09-10 05:09:28,2025-09-10 05:09:28,26.99,32.05,1.0
ticket_406afd0a-20e7-40d9-a5ae-ab9e83098c3d,bui_hung30575@gmail.com,Hùng Bùi,Billing & Payment Issues,Request refund for last month,Want to cancel and get partial refund for unused period.,Low,Closed,Chat,2025-09-08 21:02:04,2025-09-08 23:53:40,2025-09-09 10:53:04,2025-09-09 10:53:04,2.31,12.9,
ticket_a1817b98-5dbc-4d10-a423-01d78fafe8a9,vy_vu21645@gmail.com,Vy Vũ,Login & Authentication,Google/Apple login not working,Tried reset password but no email arrived in inbox or spam.,Normal,Closed,social_media,2025-09-08 21:48:16,2025-09-09 03:11:52,2025-09-09 03:15:52,2025-09-09 03:15:52,4.51,5.26,3.0
ticket_37488863-e567-49d3-bbc2-859c0edcf946,ngan_nguyen99188@gmail.com,Ngân Nguyễn,Device / Compatibility,App crashes on iOS 19,Dark mode makes text hard to read on Pixel phone.,Normal,Solved,Email,2025-09-08 21:50:38,2025-09-09 23:26:58,2025-09-10 08:55:14,2025-09-10 08:55:14,24.79,35.01,1.0
ticket_3eb18f15-be2e-49a8-bae7-f92893fd34a3,phuc.dang49117@gmail.com,Phúc Đặng,Performance / Speed,High battery usage,Main screen takes 15+ seconds to load on WiFi.,Urgent,Closed,social_media,2025-09-09 01:02:48,2025-09-09 10:31:36,2025-09-10 01:04:12,2025-09-10 01:04:12,8.78,23.14,2.0
ticket_d13524e5-9b28-45b2-b740-ce7c935c3ce5,phuc.vu34659@gmail.com,Phúc Vũ,Feedback / Complaint,Support reply too slow,The interface looks old compared to other apps.,Normal,Pending,Email,2025-09-09 02:03:03,2025-09-09 06:03:03,,2025-09-11 01:03:03,4.0,,
ticket_8478497a-fecb-4b26-8c8c-efc8fbd6205d,anh_dang95610@gmail.com,Anh Đặng,Feedback / Complaint,Too many ads in free version,Updates lately made content less helpful than before.,Normal,Solved,Web,2025-09-09 05:26:25,2025-09-09 14:59:37,2025-09-10 02:25:37,2025-09-10 02:25:37,9.32,20.62,3.0
ticket_fa8d09d0-8681-45b5-bfe9-df3651fdfc6e, linh.vu92688@gmail.com,Linh Vũ,Billing & Payment Issues,Double charge this cycle,Saw double charge on statement this month.,High,Pending,social_media,2025-09-09 06:39:15,,,2025-09-11 08:39:15,,,
ticket_6f945487-0694-42b0-8311-f034c1747db4,bui_duc35408@gmail.com,Đức Bùi,Feature Usage Help,What does streak freeze mean?,Please tell me how to turn on daily push notifications.,Normal,Closed,Email,2025-09-09 08:44:55,2025-09-09 16:58:32,2025-09-10 05:58:43,2025-09-10 05:58:43,7.78,20.43,1.0
ticket_d866fa22-6b77-4374-bb0c-514554666c63,anh.tran92620@gmail.com,Anh Trần,Login & Authentication,How to change email on account,2FA code keeps saying invalid though it's correct.,Normal,Closed,Chat,2025-09-09 09:54:54,2025-09-09 11:53:42,2025-09-09 16:15:42,2025-09-09 16:15:42,1.28,5.98,1.0
ticket_fc17e1e8-01a5-4402-8215-b7d0fe04f270,phuc_nguyen62591@gmail.com,Phúc Nguyễn,Billing & Payment Issues,Double charge this cycle,I got charged $9.99 but still see free tier limits. Please fix and refund.,High,Closed,Web,2025-09-09 11:27:33,2025-09-09 16:16:09,2025-09-09 23:14:57,2025-09-09 23:14:57,4.71,11.59,
ticket_dae279f6-acac-4caf-9084-68c4472e24ca,nguyen_thao27786@gmail.com,Thảo Nguyễn,Integration Errors,Webhook returns 500,Strava activities not showing up in the app.,Urgent,Solved,Chat,2025-09-09 11:43:00,2025-09-09 12:59:24,2025-09-10 05:09:24,2025-09-10 05:09:24,1.09,17.39,3.0
ticket_ec29dd16-ada0-43b5-b6c7-93cc860c1d1b,ho.vy33957@gmail.com,Vy Hồ,Integration Errors,Strava import error,Tried connecting Google Calendar but fails with error 403.,High,Closed,Email,2025-09-09 11:56:30,2025-09-10 16:06:56,2025-09-12 12:53:54,2025-09-12 12:53:54,27.62,72.94,1.0
ticket_a6c432e5-0a80-4b4c-a937-c7cc1f640b0f,pham_duc72172@gmail.com,Đức Phạm,Login & Authentication,2FA code always invalid,Tried reset password but no email arrived in inbox or spam.,Low,Solved,Email,2025-09-09 13:00:00,2025-09-09 16:50:42,2025-09-09 21:44:24,2025-09-09 21:44:24,3.35,8.04,
ticket_29e3b913-4a13-4a2e-b4a4-c9cd457604fa,bui.khoa61043@gmail.com,Khoa Bùi,Device / Compatibility,Dark mode text unreadable,Doesn't open properly on Samsung Galaxy S23 Ultra.,High,Solved,Email,2025-09-09 13:37:43,2025-09-09 16:27:39,2025-09-12 02:57:19,2025-09-12 02:57:19,2.55,60.41,1.0
ticket_50a7f74e-3bd8-48fa-b2d3-f0c0c9bb5f72,khoa_nguyen57478@gmail.com,Khoa Nguyễn,Integration Errors,Apple Health not connecting,Apple Health data not syncing after granting permission.,Urgent,Solved,social_media,2025-09-09 14:38:42,2025-09-11 20:39:54,2025-09-12 10:42:42,2025-09-12 10:42:42,53.57,67.25,1.0
ticket_71e53184-8afa-4f27-8c5b-00bfa4b91c37,phuc.nguyen77342@gmail.com,Phúc Nguyễn,Feedback / Complaint,Too many ads in free version,Updates lately made content less helpful than before.,Normal,Solved,Web,2025-09-09 17:01:22,2025-09-11 21:00:22,2025-09-11 21:14:34,2025-09-11 21:14:34,51.35,51.87,1.0
ticket_ac0701be-accd-4cfb-880f-7d83aa0277c8,huong_ho56095@gmail.com,Hương Hồ,Feedback / Complaint,Content quality dropped recently,Updates lately made content less helpful than before.,Normal,Closed,Email,2025-09-09 17:07:21,2025-09-10 12:55:33,2025-09-10 17:12:21,2025-09-10 17:12:21,19.07,23.6,
ticket_7eb90531-26f6-4f1c-a850-a64a9c832f1f,pham.nhi10895@gmail.com,Nhi Phạm,Feature Usage Help,Guide to create custom plan,Please tell me how to turn on daily push notifications.,Low,Closed,Web,2025-09-09 19:05:23,2025-09-10 23:16:59,2025-09-10 23:47:59,2025-09-10 23:47:59,27.81,28.31,1.0
ticket_de4c3df5-0f45-47a9-9c70-63173030447f,linh_tran52591@gmail.com,Linh Trần,Feedback / Complaint,Support reply too slow,The interface looks old compared to other apps.,Normal,Closed,Email,2025-09-09 19:52:14,2025-09-11 04:05:41,2025-09-11 22:04:38,2025-09-11 22:04:38,31.29,50.14,1.0
ticket_8fd23a9a-4e0d-4935-b464-2fd9559941a8,phuc_phan52331@gmail.com,Phúc Phan,Device / Compatibility,App crashes on iOS 19,Dark mode makes text hard to read on Pixel phone.,Urgent,Closed,Chat,2025-09-10 00:06:10,2025-09-10 08:36:10,2025-09-12 03:35:34,2025-09-12 03:35:34,8.05,50.59,2.0
ticket_de2d3cd0-70d3-4d8b-987e-899bfe58d41b,ho.huong64998@gmail.com,Hương Hồ,Performance / Speed,Frequent crashes on Android,Videos keep buffering even on fast internet.,Normal,Closed,Chat,2025-09-10 04:04:49,2025-09-12 12:58:37,2025-09-12 23:44:49,2025-09-12 23:44:49,56.63,67.45,
ticket_02bb39aa-4992-4ae5-99ca-17c8e14c9115,MINH_NGUYEN21932@GMAIL.COM,Minh Nguyễn,Feedback / Complaint,UI feels outdated,Updates lately made content less helpful than before.,Normal,Solved,Chat,2025-09-10 05:21:17,2025-09-10 20:19:53,2025-09-11 02:33:17,2025-09-11 02:33:17,14.21,20.8,1.0
ticket_250c3932-1898-42e3-af28-3065892a5751,nhi.ho56397@gmail.com,Nhi Hồ,Integration Errors,Webhook returns 500,Tried connecting Google Calendar but fails with error 403.,Urgent,Closed,Chat,2025-09-10 09:24:55,2025-09-11 16:15:07,2025-09-14 10:35:07,2025-09-14 10:35:07,30.12,96.22,2.0
ticket_d838aaa6-252a-4d20-97ba-2c5abc28cf66,dang_linh50663@gmail.com,Linh Đặng,Performance / Speed,Video buffering forever,Main screen takes 15+ seconds to load on WiFi.,High,Solved,social_media,2025-09-10 10:12:33,2025-09-10 22:42:09,2025-09-13 06:44:45,2025-09-13 06:44:45,12.11,67.62,1.0
ticket_db86f2b1-dfbf-4acb-bd8b-d285a6416504,phuc.le41493@gmail.com,Phúc Lê,Integration Errors,Apple Health not connecting,Strava activities not showing up in the app.,Urgent,Solved,social_media,2025-09-10 11:35:25,2025-09-11 00:57:25,2025-09-11 09:52:13,2025-09-11 09:52:13,12.7,22.13,
